timestamp,gun_id,rank,point
1765212928.6145518,1025,5,21394657
1765212928.6145518,1047,6,20463284
1765212928.6145518,1039,7,19686392
1765212928.6145518,1044,8,19626779
1765212928.6145518,1013,9,19070391
1765212928.6145518,1064,10,18760147
1765212928.6145518,1055,11,18370419
1765212928.6145518,1051,12,17796724
1765212928.6145518,1042,13,17315974
1765212928.6145518,1028,14,17262130
1765212928.6145518,1057,15,17222388
1765212928.6145518,1027,16,17079445
1765212928.6145518,1059,17,16998038
1765212928.6145518,1021,18,16905734
1765212928.6145518,1054,19,16890350
1765212928.6145518,1048,20,16593567
1765212928.6145518,1032,21,16538441
1765212928.6145518,1029,22,16527544
1765212928.6145518,1035,23,16380114
1765212928.6145518,1008,24,16269862
1765212928.6145518,1022,25,16158969
1765212928.6145518,1001,26,16123073
1765212928.6145518,1033,27,16117304
1765212928.6145518,1009,28,16044871
1765212928.6145518,1037,29,16041666
1765212928.6145518,1015,30,16012821
1765212928.6145518,1023,31,15891031
1765212928.6145518,1045,32,15852571
1765212928.6145518,1024,33,15766677
1765212928.6145518,1050,34,15651297
1765212928.6145518,1053,35,15648733
1765212928.6145518,1026,36,15632067
1765212928.6145518,1043,37,15617965
1765212928.6145518,1040,38,15570531
1765212928.6145518,1038,39,15546173
1765212928.6145518,1036,40,15522456
1765212928.6145518,1041,41,15514764
1765215986.594695,1052,1,73403936
1765215986.594695,1017,2,48115016
1765215986.594695,1056,3,29123194
1765215986.594695,1034,4,23009336
1765215986.594695,1025,5,21485679
1765215986.594695,1047,6,20565844
1765215986.594695,1039,7,19792798
1765215986.594695,1044,8,19724852
1765215986.594695,1013,9,19156285
1765215986.594695,1064,10,18856938
1765215986.594695,1055,11,18465287
1765215986.594695,1051,12,17886464
1765215986.594695,1042,13,17410201
1765215986.594695,1028,14,17351229
1765215986.594695,1057,15,17310205
1765215986.594695,1027,16,17169185
1765215986.594695,1059,17,17084573
1765215986.594695,1021,18,16996115
1765215986.594695,1054,19,16976885
1765215986.594695,1048,20,16681384
1765215986.594695,1032,21,16624335
1765215986.594695,1029,22,16616643
1765215986.594695,1035,23,16469213
1765215986.594695,1008,24,16356397
1765215986.594695,1022,25,16246145
1765215986.594695,1001,26,16206403
1765215986.594695,1033,27,16202557
1765215986.594695,1009,28,16132047
1765215986.594695,1037,29,16128201
1765215986.594695,1015,30,16099356
1765215986.594695,1023,31,15977566
1765215986.594695,1045,32,15939747
1765215986.594695,1024,33,15855135
1765215986.594695,1050,34,15736550
1765215986.594695,1053,35,15734627
1765215986.594695,1026,36,15717961
1765215986.594695,1043,37,15705141
1765215986.594695,1040,38,15655784
1765215986.594695,1038,39,15632708
1765215986.594695,1036,40,15606427
1765215986.594695,1041,41,15601299
1765220031.4144373,1052,1,73659452
1765220031.4144373,1017,2,48361776
1765220031.4144373,1056,3,29219344
1765220031.4144373,1034,4,23106127
1765220031.4144373,1025,5,21577342
1765220031.4144373,1047,6,20654302
1765220031.4144373,1039,7,19883820
1765220031.4144373,1044,8,19815874
1765220031.4144373,1013,9,19247948
1765220031.4144373,1064,10,18948601
1765220031.4144373,1055,11,18551181
1765220031.4144373,1051,12,17972358
1765220031.4144373,1042,13,17496095
1765220031.4144373,1028,14,17434559
1765220031.4144373,1057,15,17396099
1765220031.4144373,1027,16,17250592
1765220031.4144373,1059,17,17164698
1765220031.4144373,1021,18,17082009
1765220031.4144373,1054,19,17060856
1765220031.4144373,1048,20,16765996
1765220031.4144373,1032,21,16706383
1765220031.4144373,1029,22,16698691
1765220031.4144373,1035,23,16551261
1765220031.4144373,1008,24,16439727
1765220031.4144373,1022,25,16326911
1765220031.4144373,1001,26,16289092
1765220031.4144373,1033,27,16285887
1765220031.4144373,1009,28,16213454
1765220031.4144373,1037,29,16208967
1765220031.4144373,1015,30,16180763
1765220031.4144373,1023,31,16057050
1765220031.4144373,1045,32,16021795
1765220031.4144373,1024,33,15939106
1765220031.4144373,1050,34,15816034
1765220031.4144373,1053,35,15814752
1765220031.4144373,1026,36,15799368
1765220031.4144373,1043,37,15785266
1765220031.4144373,1040,38,15735268
1765220031.4144373,1038,39,15713474
1765220031.4144373,1036,40,15686552
1765220031.4144373,1041,41,15681424
1765222967.9680684,1052,1,73840940
1765222967.9680684,1017,2,48577492
1765222967.9680684,1056,3,29305238
1765222967.9680684,1034,4,23181124
1765222967.9680684,1025,5,21651057
1765222967.9680684,1047,6,20723530
1765222967.9680684,1039,7,19952407
1765222967.9680684,1044,8,19888307
1765222967.9680684,1013,9,19319740
1765222967.9680684,1064,10,19019111
1765222967.9680684,1055,11,18621691
1765222967.9680684,1051,12,18041586
1765222967.9680684,1042,13,17565323
1765222967.9680684,1028,14,17503787
1765222967.9680684,1057,15,17460199
1765222967.9680684,1027,16,17315974
1765222967.9680684,1059,17,17235208
1765222967.9680684,1021,18,17153160
1765222967.9680684,1054,19,17130084
1765222967.9680684,1048,20,16833301
1765222967.9680684,1032,21,16774329
1765222967.9680684,1029,22,16765355
1765222967.9680684,1035,23,16617284
1765222967.9680684,1008,24,16510237
1765222967.9680684,1022,25,16394857
1765222967.9680684,1001,26,16357038
1765222967.9680684,1033,27,16353192
1765222967.9680684,1009,28,16279477
1765222967.9680684,1037,29,16274990
1765222967.9680684,1015,30,16246145
1765222967.9680684,1023,31,16123073
1765222967.9680684,1045,32,16090382
1765222967.9680684,1024,33,16005129
1765222967.9680684,1050,34,15881416
1765222967.9680684,1053,35,15880134
1765222967.9680684,1026,36,15865391
1765222967.9680684,1043,37,15850648
1765222967.9680684,1040,38,15800650
1765222967.9680684,1038,39,15778856
1765222967.9680684,1036,40,15753216
1765222967.9680684,1041,41,15746165
1765226883.7943106,1052,1,74006508
1765226883.7943106,1017,2,48790820
1765226883.7943106,1056,3,29379594
1765226883.7943106,1034,4,23246506
1765226883.7943106,1025,5,21719003
1765226883.7943106,1047,6,20782502
1765226883.7943106,1039,7,20013302
1765226883.7943106,1044,8,19948561
1765226883.7943106,1013,9,19384481
1765226883.7943106,1064,10,19078724
1765226883.7943106,1055,11,18684509
1765226883.7943106,1051,12,18100558
1765226883.7943106,1042,13,17622372
1765226883.7943106,1028,14,17562118
1765226883.7943106,1057,15,17515966
1765226883.7943106,1027,16,17375587
1765226883.7943106,1059,17,17289693
1765226883.7943106,1021,18,17214055
1765226883.7943106,1054,19,17187774
1765226883.7943106,1048,20,16891632
1765226883.7943106,1032,21,16833301
1765226883.7943106,1029,22,16826891
1765226883.7943106,1035,23,16674333
1765226883.7943106,1008,24,16569209
1765226883.7943106,1022,25,16453188
1765226883.7943106,1001,26,16416651
1765226883.7943106,1033,27,16412805
1765226883.7943106,1009,28,16335244
1765226883.7943106,1037,29,16330757
1765226883.7943106,1015,30,16302553
1765226883.7943106,1023,31,16178840
1765226883.7943106,1045,32,16146149
1765226883.7943106,1024,33,16061537
1765226883.7943106,1050,34,15937183
1765226883.7943106,1053,35,15935901
1765226883.7943106,1026,36,15920517
1765226883.7943106,1043,37,15906415
1765226883.7943106,1040,38,15855776
1765226883.7943106,1038,39,15834623
1765226883.7943106,1036,40,15808983
1765226883.7943106,1041,41,15801932
1765230206.4100869,1052,1,74168892
1765230206.4100869,1017,2,48978676
1765230206.4100869,1056,3,29447540
1765230206.4100869,1034,4,23303555
1765230206.4100869,1025,5,21777975
1765230206.4100869,1047,6,20842115
1765230206.4100869,1039,7,20065223
1765230206.4100869,1044,8,20003687
1765230206.4100869,1013,9,19439607
1765230206.4100869,1064,10,19132568
1765230206.4100869,1055,11,18735148
1765230206.4100869,1051,12,18155043
1765230206.4100869,1042,13,17678139
1765230206.4100869,1028,14,17611475
1765230206.4100869,1057,15,17568528
1765230206.4100869,1027,16,17427508
1765230206.4100869,1059,17,17341614
1765230206.4100869,1021,18,17266617
1765230206.4100869,1054,19,17237131
1765230206.4100869,1048,20,16940989
1765230206.4100869,1032,21,16885863
1765230206.4100869,1029,22,16878171
1765230206.4100869,1035,23,16726254
1765230206.4100869,1008,24,16621130
1765230206.4100869,1022,25,16501904
1765230206.4100869,1001,26,16468572
1765230206.4100869,1033,27,16463444
1765230206.4100869,1009,28,16384601
1765230206.4100869,1037,29,16380114
1765230206.4100869,1015,30,16353833
1765230206.4100869,1023,31,16229479
1765230206.4100869,1045,32,16198711
1765230206.4100869,1024,33,16112176
1765230206.4100869,1050,34,15986540
1765230206.4100869,1053,35,15984617
1765230206.4100869,1026,36,15971156
1765230206.4100869,1043,37,15958977
1765230206.4100869,1040,38,15906415
1765230206.4100869,1038,39,15883980
1765230206.4100869,1036,40,15860904
1765230206.4100869,1041,41,15852571
